Time,Tau_X,Tau_Y,Tau_Z
8.99609224739957,-0.0002025306239427,7.45712219964534e-05,0.000127159408584287
8.99709224739957,-0.000202525254861475,7.45721593613562e-05,0.000127164313019045
8.99809224739957,-0.000202519944775308,7.45730588431841e-05,0.000127169309427075
8.99909224739956,-0.000202514693788907,7.45739204318494e-05,0.000127174394882275
9.00009224739956,-0.000202509501991246,7.45747442676669e-05,0.000127179566437088
9.00109224739956,-0.000202504369447356,7.45755303520167e-05,0.000127184821150114
9.00209224739956,-0.000202499296275248,7.45762787108057e-05,0.000127190156172849
9.00309224739956,-0.00020249428244781,7.45769895231479e-05,0.000127195568602374
9.00409224739956,-0.000202489328027429,7.45776628674721e-05,0.000127201055550698
9.00509224739956,-0.000202484433001002,7.45782989407082e-05,0.000127206614196001
9.00609224739956,-0.000202479597389586,7.457889781099e-05,0.000127212241711934
9.00709224739956,-0.000202474821269858,7.45794598039163e-05,0.000127217935326053
9.00809224739956,-0.00020247010456923,7.45799850050879e-05,0.000127223692279259
9.00909224739956,-0.000202465447242397,7.45804736464531e-05,0.000127229509838765
9.01009224739956,-0.000202460849254164,7.45809260285666e-05,0.000127235385315682
9.01109224739956,-0.000202456310557912,7.45813424366198e-05,0.000127241316034345
9.01209224739956,-0.000202451831127193,7.45817231465865e-05,0.00012724729935077
9.01309224739956,-0.000202447410874366,7.45820684837086e-05,0.000127253332682229
9.01409224739956,-0.000202443049753345,7.45823788039392e-05,0.000127259413463492
9.01509224739956,-0.000202438747673978,7.45826544681872e-05,0.000127265539213946
9.01609224739956,-0.000202434504536871,7.45828958906988e-05,0.000127271707445868
9.01709224739955,-0.000202430320249651,7.45831034896177e-05,0.000127277915733778
9.01809224739955,-0.000202426194737411,7.45832777086019e-05,0.000127284161705399
9.01909224739955,-0.000202422127851866,7.45834189722335e-05,0.00012729044301004
9.02009224739955,-0.000202418119520311,7.45835278069105e-05,0.000127296757365713
9.02109224739955,-0.000202414169632301,7.45836047775806e-05,0.000127303102524667
9.02209224739955,-0.000202410278065307,7.45836503190673e-05,0.000127309476342606
9.02309224739955,-0.000202406444665242,7.45836650285565e-05,0.000127315876667937
9.02409224739955,-0.0002024026692982,7.45836494948011e-05,0.00012732230137208
9.02509224739955,-0.000202398951825755,7.45836043340294e-05,0.000127328748457246
9.02609224739955,-0.000202395292108275,7.45835301110393e-05,0.000127335215906569
9.02709224739955,-0.000202391690013464,7.45834274578919e-05,0.00012734170180139
9.02809224739955,-0.000202388145441616,7.45832971094544e-05,0.000127348204273487
9.02909224739955,-0.000202384658139963,7.45831395887187e-05,0.000127354721529705
9.03009224739955,-0.000202381228017058,7.45829557019367e-05,0.000127361251756795
9.03109224739955,-0.000202377854900836,7.45827460880871e-05,0.000127367793275141
9.03209224739955,-0.000202374538596264,7.45825114253162e-05,0.000127374344427505
